Codigo        Descripcion del Med.                 Cant.        DNI         Nombre                                  
53166         ASTEMIZOL SUSP 200MG                    15        90367684    Sinche/Yvonne                           
55813         SALBUTAMOL 4MG T30                      1         90367684    Sinche/Yvonne                           
53166         ASTEMIZOL SUSP 200MG                    29        90367684    Sinche/Yvonne                           
53166         ASTEMIZOL SUSP 200MG                    7         90367684    Sinche/Yvonne                           
39088         NORFLOXACINO T20 400MG                  9         15290194    Hernandez/Guillermo                     
72061         DEFLAZACORT 30MG 10T                    33        15290194    Hernandez/Guillermo                     
70225         CEFTRIAXONA 1.0GR IM G I                16        93282118    Zambrano/Ofelia                         
91282         LEVONORGESTREL 1.5MG /1 TAB             29        93282118    Zambrano/Ofelia                         
70807         LINCOMICINA 600 MG INY C/3              23        93282118    Zambrano/Ofelia                         
30007         DICLOFENACO SODICO 1MG GTS 5 ML         15        93282118    Zambrano/Ofelia                         
77203         ONDANSETRON 8MG C10T                    34        86988155    Cerna/Cinthia                           
76247         FLUOCINOLONA CREMA 30G                  15        86988155    Cerna/Cinthia                           
58259         SULFADIAZINA DE PLATA CRA 28GR          30        86988155    Cerna/Cinthia                           
58259         SULFADIAZINA DE PLATA CRA 28GR          13        86988155    Cerna/Cinthia                           
58259         SULFADIAZINA DE PLATA CRA 28GR          31        15290194    Hernandez/Guillermo                     
72969         ISOSORBIDE 10MG T/20                    6         61061535    Solis/Maria                             
74924         TAMSULOSINA 0.4 MG CAPS 20              31        13731806    Salamanca/Virginia                      
95540         NAPROXENO 500 MG C/10 TAB               15        13731806    Salamanca/Virginia                      
58200         FLUCONAZOL 150MG. 1C                    11        13731806    Salamanca/Virginia                      
31883         ACIDO NALIDIXICO SUSP                   13        51642949    Miranda/Alfonso                         
92517         ISOCONAZOL CR 20GR GI                   9         51642949    Miranda/Alfonso                         
11592         TERBINAFINA 1% CRA 20 GR                34        51642949    Miranda/Alfonso                         
34080         ELECTROLIT FRESA 500ML                  32        51642949    Miranda/Alfonso                         
16055         AMBROXOL C/20 TAB                       25        52313890    Rivero/Wilver                           
57269         SIMVASTATINA 10 MG C14                  2         20371464    Lozada/Heli                             
57269         SIMVASTATINA 10 MG C14                  27        20371464    Lozada/Heli                             
96881         GABAPENTINA 300 MG C/15                 25        20371464    Lozada/Heli                             
70950         LIDOCAINA 10% 115ML SPRAY               1         20371464    Lozada/Heli                             
14962         HIERRO DEXTRANO AMP4                    35        52313890    Rivero/Wilver                           
90300         FLUOXETINA 20 MG C/14                   32        52313890    Rivero/Wilver                           
36208         ENALAPRIL T/30 10MG                     34        52313890    Rivero/Wilver                           
31883         ACIDO NALIDIXICO SUSP                   7         59596317    Justino/Virginia                        
76247         FLUOCINOLONA CREMA 30G                  33        59596317    Justino/Virginia                        
30220         AMOXICILINA+BROMEXINA C12               9         59596317    Justino/Virginia                        
30220         AMOXICILINA+BROMEXINA C12               21        59596317    Justino/Virginia                        
31189         CEFADROXILO 500MG C/16CAP               6         93961840    Pairazaman/Tatiana                      
79189         CLORFENAMINA 4MG T20                    32        93961840    Pairazaman/Tatiana                      
94429         TIAMAZOL 5MG 20T                        34        30246960    Escalante/Ines                          
37549         TOPIRAMATO 100MG 20T                    34        30246960    Escalante/Ines                          
39172         IBUPROFENO 400MG T10                    8         30246960    Escalante/Ines                          
50450         SERTRALINA 50MG C/14 T                  29        51642949    Miranda/Alfonso                         
11592         TERBINAFINA 1% CRA 20 GR                26        51642949    Miranda/Alfonso                         
96031         CETIRIZINA 10 MG TABS C/10              29        51642949    Miranda/Alfonso                         
12388         PROTEINAS+CREATINA 500 GR 30T           11        61061535    Solis/Maria                             
31311         METILPREDNISOLONA 500MG                 23        91187814    Narvaez/Jesus                           
58252         KETOTIFENO SOL 120ML                    20        91187814    Narvaez/Jesus                           
31311         METILPREDNISOLONA 500MG                 33        91187814    Narvaez/Jesus                           
77358         LOPERAMIDA T/12 2MG                     30        91187814    Narvaez/Jesus                           
94415         PRAVASTATINA 10 MG C/15                 13        91187814    Narvaez/Jesus                           
37007         DIFENHIDRAMINA 250MG JBE 120ML          8         62126128    Durand/Enrique                          
57036         OXOLAMINA JBE 100ML                     6         62126128    Durand/Enrique                          
37007         DIFENHIDRAMINA 250MG JBE 120ML          4         62126128    Durand/Enrique                          
73972         VITAMINA E 400 MG C90 CAPS              11        71422479    Lozada/Felicita                         
30430         PRUEBA DE EMBARAZO                      5         71422479    Lozada/Felicita                         
30220         AMOXICILINA+BROMEXINA C12               5         71422479    Lozada/Felicita                         
72969         ISOSORBIDE 10MG T/20                    26        62126128    Durand/Enrique                          
12388         PROTEINAS+CREATINA 500 GR 30T           30        62126128    Durand/Enrique                          
72969         ISOSORBIDE 10MG T/20                    22        62126128    Durand/Enrique                          
37549         TOPIRAMATO 100MG 20T                    35        77324146    Moscoso/Janet                           
37549         TOPIRAMATO 100MG 20T                    35        77324146    Moscoso/Janet                           
37549         TOPIRAMATO 100MG 20T                    15        77324146    Moscoso/Janet                           
90300         FLUOXETINA 20 MG C/14                   26        54149342    Leyva/Diana                             
90300         FLUOXETINA 20 MG C/14                   6         54149342    Leyva/Diana                             
14962         HIERRO DEXTRANO AMP4                    11        54149342    Leyva/Diana                             
90300         FLUOXETINA 20 MG C/14                   24        54149342    Leyva/Diana                             
95540         NAPROXENO 500 MG C/10 TAB               7         13731806    Salamanca/Virginia                      
96554         PIROXICAM 20MG T20                      34        93939698    Henriquez/Silvana                       
39779         OMEPRAZOL 20 MG C/14                    28        93939698    Henriquez/Silvana                       
39779         OMEPRAZOL 20 MG C/14                    23        93939698    Henriquez/Silvana                       
70807         LINCOMICINA 600 MG INY C/3              34        63640178    Rodriguez/Blanca                        
70225         CEFTRIAXONA 1.0GR IM G I                31        63640178    Rodriguez/Blanca                        
55021         AMOXICILINA 500MG/5ML SUSP              6         63640178    Rodriguez/Blanca                        
93578         SUCRALFATO 40 TAB/1G                    30        63640178    Rodriguez/Blanca                        
93578         SUCRALFATO 40 TAB/1G                    21        63640178    Rodriguez/Blanca                        
36822         CLARITROMICINA 125MG SUSP               7         63640178    Rodriguez/Blanca                        
34070         FEXOFENADINA C/10 180MG                 22        63640178    Rodriguez/Blanca                        
79996         LANSOPRAZOL 15 MG C/14                  23        35852072    Jauregui/Victor                         
50450         SERTRALINA 50MG C/14 T                  16        93231760    Zarate/Alexander                        
57269         SIMVASTATINA 10 MG C14                  18        93231760    Zarate/Alexander                        
90300         FLUOXETINA 20 MG C/14                   30        54149342    Leyva/Diana                             
90300         FLUOXETINA 20 MG C/14                   28        54149342    Leyva/Diana                             
31189         CEFADROXILO 500MG C/16CAP               19        54149342    Leyva/Diana                             
58252         KETOTIFENO SOL 120ML                    12        35852072    Jauregui/Victor                         
74924         TAMSULOSINA 0.4 MG CAPS 20              23        35852072    Jauregui/Victor                         
31189         CEFADROXILO 500MG C/16CAP               19        35852072    Jauregui/Victor                         
96031         CETIRIZINA 10 MG TABS C/10              13        51465986    Sam/Ines                                
34080         ELECTROLIT FRESA 500ML                  25        51465986    Sam/Ines                                
30228         METOPROLOL 20T/100                      15        91187814    Narvaez/Jesus                           
53846         CLENBUTEROL .02MG 50T                   8         91187814    Narvaez/Jesus                           
57036         OXOLAMINA JBE 100ML                     33        15290194    Hernandez/Guillermo                     
57036         OXOLAMINA JBE 100ML                     22        15290194    Hernandez/Guillermo                     
57036         OXOLAMINA JBE 100ML                     31        15290194    Hernandez/Guillermo                     
77358         LOPERAMIDA T/12 2MG                     1         15290194    Hernandez/Guillermo                     
39088         NORFLOXACINO T20 400MG                  23        15290194    Hernandez/Guillermo                     
37549         TOPIRAMATO 100MG 20T                    25        77324146    Moscoso/Janet                           
30220         AMOXICILINA+BROMEXINA C12               29        77324146    Moscoso/Janet                           
13364         MULTIVITAMINAS Y MINERALES C60          11        37282858    Soma/Lourdes                            
11592         TERBINAFINA 1% CRA 20 GR                7         37282858    Soma/Lourdes                            
11592         TERBINAFINA 1% CRA 20 GR                33        37282858    Soma/Lourdes                            
30428         PROPAFENONA 150 MG/20 TAB               8         27709566    Ortiz/Raul                              
30796         PROPANOLOL 40 MG C/20 TAB               27        27709566    Ortiz/Raul                              
37007         DIFENHIDRAMINA 250MG JBE 120ML          9         27709566    Ortiz/Raul                              
18672         TINIDAZOL 500MG 8T                      12        15290194    Hernandez/Guillermo                     
17790         DICLOFENACO 100MG 20T                   33        15290194    Hernandez/Guillermo                     
58259         SULFADIAZINA DE PLATA CRA 28GR          25        15290194    Hernandez/Guillermo                     
79996         LANSOPRAZOL 15 MG C/14                  4         90367684    Sinche/Yvonne                           
55021         AMOXICILINA 500MG/5ML SUSP              31        49357767    Solis/Rolando                           
36208         ENALAPRIL T/30 10MG                     5         41964357    Arca/Magali                             
90300         FLUOXETINA 20 MG C/14                   5         41964357    Arca/Magali                             
75565         MICONAZOL 20 GR CRA                     6         41964357    Arca/Magali                             
90300         FLUOXETINA 20 MG C/14                   30        41964357    Arca/Magali                             
96554         PIROXICAM 20MG T20                      19        93939698    Henriquez/Silvana                       
96554         PIROXICAM 20MG T20                      23        93939698    Henriquez/Silvana                       
18672         TINIDAZOL 500MG 8T                      29        93939698    Henriquez/Silvana                       
57036         OXOLAMINA JBE 100ML                     25        15290194    Hernandez/Guillermo                     
72969         ISOSORBIDE 10MG T/20                    13        15290194    Hernandez/Guillermo                     
57036         OXOLAMINA JBE 100ML                     24        15290194    Hernandez/Guillermo                     
70226         CALCIO+VITAMINA D SUSP                  12        36934113    Serrano/Arturo                          
77203         ONDANSETRON 8MG C10T                    8         36934113    Serrano/Arturo                          
30428         PROPAFENONA 150 MG/20 TAB               31        36934113    Serrano/Arturo                          
96554         PIROXICAM 20MG T20                      35        36934113    Serrano/Arturo                          
55021         AMOXICILINA 500MG/5ML SUSP              33        36934113    Serrano/Arturo                          
55021         AMOXICILINA 500MG/5ML SUSP              30        36934113    Serrano/Arturo                          
70226         CALCIO+VITAMINA D SUSP                  22        36934113    Serrano/Arturo                          
70226         CALCIO+VITAMINA D SUSP                  16        36934113    Serrano/Arturo                          
55813         SALBUTAMOL 4MG T30                      9         54149342    Leyva/Diana                             
76596         CEFADROXILO 250MG SUSP                  32        93231760    Zarate/Alexander                        
57269         SIMVASTATINA 10 MG C14                  6         93231760    Zarate/Alexander                        
76596         CEFADROXILO 250MG SUSP                  3         93231760    Zarate/Alexander                        
70225         CEFTRIAXONA 1.0GR IM G I                16        51873364    Calixto/Erick                           
70807         LINCOMICINA 600 MG INY C/3              26        51873364    Calixto/Erick                           
76596         CEFADROXILO 250MG SUSP                  31        51873364    Calixto/Erick                           
34070         FEXOFENADINA C/10 180MG                 23        51873364    Calixto/Erick                           
34066         SULINDACO 200MG/20 TAB                  11        59596317    Justino/Virginia                        
54692         NAFAZOLINA SOL OFT 15 ml                30        59596317    Justino/Virginia                        
91282         LEVONORGESTREL 1.5MG /1 TAB             12        59596317    Justino/Virginia                        
96554         PIROXICAM 20MG T20                      15        13731806    Salamanca/Virginia                      
94415         PRAVASTATINA 10 MG C/15                 12        13731806    Salamanca/Virginia                      
74924         TAMSULOSINA 0.4 MG CAPS 20              16        13731806    Salamanca/Virginia                      
16813         VANCOMICINA 500MG SOL INY               7         13731806    Salamanca/Virginia                      
30430         PRUEBA DE EMBARAZO                      24        94683380    Farfan/Margot                           
70226         CALCIO+VITAMINA D SUSP                  28        94683380    Farfan/Margot                           
11592         TERBINAFINA 1% CRA 20 GR                3         94683380    Farfan/Margot                           
70226         CALCIO+VITAMINA D SUSP                  5         94683380    Farfan/Margot                           
12388         PROTEINAS+CREATINA 500 GR 30T           23        37282858    Soma/Lourdes                            
75565         MICONAZOL 20 GR CRA                     8         37282858    Soma/Lourdes                            
91282         LEVONORGESTREL 1.5MG /1 TAB             17        37282858    Soma/Lourdes                            
12388         PROTEINAS+CREATINA 500 GR 30T           35        37282858    Soma/Lourdes                            
91282         LEVONORGESTREL 1.5MG /1 TAB             9         37282858    Soma/Lourdes                            
70303         AZITROMICINA SUSP                       6         81647285    Vega/Henrry                             
70024         METILDOPA 250 MG 30 TAB                 34        81647285    Vega/Henrry                             
54692         NAFAZOLINA SOL OFT 15 ml                18        81647285    Vega/Henrry                             
16813         VANCOMICINA 500MG SOL INY               31        45201670    Guevara/Milena                          
16813         VANCOMICINA 500MG SOL INY               35        45201670    Guevara/Milena                          
94415         PRAVASTATINA 10 MG C/15                 19        13731806    Salamanca/Virginia                      
74924         TAMSULOSINA 0.4 MG CAPS 20              20        13731806    Salamanca/Virginia                      
94415         PRAVASTATINA 10 MG C/15                 9         13731806    Salamanca/Virginia                      
79189         CLORFENAMINA 4MG T20                    24        57182371    Moscoso/Fiorella                        
12388         PROTEINAS+CREATINA 500 GR 30T           28        57182371    Moscoso/Fiorella                        
95540         NAPROXENO 500 MG C/10 TAB               12        57182371    Moscoso/Fiorella                        
79189         CLORFENAMINA 4MG T20                    21        57182371    Moscoso/Fiorella                        
16813         VANCOMICINA 500MG SOL INY               22        57182371    Moscoso/Fiorella                        
94429         TIAMAZOL 5MG 20T                        8         30246960    Escalante/Ines                          
39172         IBUPROFENO 400MG T10                    26        30246960    Escalante/Ines                          
33200         GLUCOSAMINA 30C 500MG                   19        30246960    Escalante/Ines                          
77466         RAMIPRIL 16 TAB/5 MG                    7         75100362    Arca/Lucero                             
90300         FLUOXETINA 20 MG C/14                   6         75100362    Arca/Lucero                             
58252         KETOTIFENO SOL 120ML                    11        20371464    Lozada/Heli                             
12388         PROTEINAS+CREATINA 500 GR 30T           30        20371464    Lozada/Heli                             
58200         FLUCONAZOL 150MG. 1C                    10        20371464    Lozada/Heli                             
92628         KETOPROFENO 100MG C15                   18        20371464    Lozada/Heli                             
12388         PROTEINAS+CREATINA 500 GR 30T           3         20371464    Lozada/Heli                             
96881         GABAPENTINA 300 MG C/15                 24        20371464    Lozada/Heli                             
58200         FLUCONAZOL 150MG. 1C                    19        20371464    Lozada/Heli                             
59121         DESLORATADINA 5MG 10T                   34        72330000    Vega/Carmela                            
59121         DESLORATADINA 5MG 10T                   26        54815159    Patino/Delicia                          
17804         PIROXICAM 30 GM CRA                     29        54815159    Patino/Delicia                          
75565         MICONAZOL 20 GR CRA                     8         54815159    Patino/Delicia                          
95540         NAPROXENO 500 MG C/10 TAB               5         54815159    Patino/Delicia                          
34080         ELECTROLIT FRESA 500ML                  27        66039166    Chavez/Johan                            
55021         AMOXICILINA 500MG/5ML SUSP              22        66039166    Chavez/Johan                            
16055         AMBROXOL C/20 TAB                       8         66039166    Chavez/Johan                            
54692         NAFAZOLINA SOL OFT 15 ml                20        58643376    Arroyo/Natalia                          
76247         FLUOCINOLONA CREMA 30G                  20        58643376    Arroyo/Natalia                          
73174         VITAMINA P/DIABETICOS 30T               24        66091742    Baca/Milagros                           
73174         VITAMINA P/DIABETICOS 30T               11        66091742    Baca/Milagros                           
72939         VITIS VINIFERA (UVA) 60C                27        66091742    Baca/Milagros                           
34080         ELECTROLIT FRESA 500ML                  14        66091742    Baca/Milagros                           
36822         CLARITROMICINA 125MG SUSP               31        66091742    Baca/Milagros                           
16055         AMBROXOL C/20 TAB                       19        66091742    Baca/Milagros                           
16055         AMBROXOL C/20 TAB                       11        66091742    Baca/Milagros                           
34070         FEXOFENADINA C/10 180MG                 26        66091742    Baca/Milagros                           
90198         NITROFURAL 6MG 6/OV                     28        35852072    Jauregui/Victor                         
90198         NITROFURAL 6MG 6/OV                     26        35852072    Jauregui/Victor                         
70116         LACTULOSA 125ML                         15        94683380    Farfan/Margot                           
70226         CALCIO+VITAMINA D SUSP                  3         94683380    Farfan/Margot                           
53846         CLENBUTEROL .02MG 50T                   28        94683380    Farfan/Margot                           
13364         MULTIVITAMINAS Y MINERALES C60          14        94683380    Farfan/Margot                           
53846         CLENBUTEROL .02MG 50T                   27        94683380    Farfan/Margot                           
34080         ELECTROLIT FRESA 500ML                  22        63640178    Rodriguez/Blanca                        
34070         FEXOFENADINA C/10 180MG                 23        63640178    Rodriguez/Blanca                        
70807         LINCOMICINA 600 MG INY C/3              18        63640178    Rodriguez/Blanca                        
34070         FEXOFENADINA C/10 180MG                 29        63640178    Rodriguez/Blanca                        
70225         CEFTRIAXONA 1.0GR IM G I                32        41964357    Arca/Magali                             
75565         MICONAZOL 20 GR CRA                     17        41964357    Arca/Magali                             
72061         DEFLAZACORT 30MG 10T                    9         41964357    Arca/Magali                             
90198         NITROFURAL 6MG 6/OV                     7         35606314    Mercado/Elia                            
74924         TAMSULOSINA 0.4 MG CAPS 20              4         35606314    Mercado/Elia                            
76238         BEZOCAINA 10GR GEL                      25        35606314    Mercado/Elia                            
58259         SULFADIAZINA DE PLATA CRA 28GR          31        86988155    Cerna/Cinthia                           
76247         FLUOCINOLONA CREMA 30G                  11        86988155    Cerna/Cinthia                           
97465         GLIBENCLAMIDA 5 MG C/50                 6         86988155    Cerna/Cinthia                           
30796         PROPANOLOL 40 MG C/20 TAB               34        86988155    Cerna/Cinthia                           
14962         HIERRO DEXTRANO AMP4                    6         54149342    Leyva/Diana                             
55813         SALBUTAMOL 4MG T30                      8         54149342    Leyva/Diana                             
31189         CEFADROXILO 500MG C/16CAP               7         54149342    Leyva/Diana                             
34027         DANAZOL 100MG 50T                       25        62287143    Wong/Beatriz                            
94415         PRAVASTATINA 10 MG C/15                 7         62287143    Wong/Beatriz                            
57269         SIMVASTATINA 10 MG C14                  19        62287143    Wong/Beatriz                            
12388         PROTEINAS+CREATINA 500 GR 30T           5         62126128    Durand/Enrique                          
12388         PROTEINAS+CREATINA 500 GR 30T           25        62126128    Durand/Enrique                          
75565         MICONAZOL 20 GR CRA                     20        62126128    Durand/Enrique                          
72969         ISOSORBIDE 10MG T/20                    32        62126128    Durand/Enrique                          
90300         FLUOXETINA 20 MG C/14                   33        30246960    Escalante/Ines                          
39172         IBUPROFENO 400MG T10                    31        30246960    Escalante/Ines                          
92628         KETOPROFENO 100MG C15                   30        30246960    Escalante/Ines                          
34027         DANAZOL 100MG 50T                       6         62287143    Wong/Beatriz                            
79996         LANSOPRAZOL 15 MG C/14                  7         35852072    Jauregui/Victor                         
70116         LACTULOSA 125ML                         16        35852072    Jauregui/Victor                         
76360         DICLOXACILINA 250 MG C20                27        35852072    Jauregui/Victor                         
90198         NITROFURAL 6MG 6/OV                     33        35852072    Jauregui/Victor                         
16359         NAPROXENO 250 MG TAB C/30               21        35852072    Jauregui/Victor                         
70116         LACTULOSA 125ML                         17        35852072    Jauregui/Victor                         
94415         PRAVASTATINA 10 MG C/15                 7         13731806    Salamanca/Virginia                      
96554         PIROXICAM 20MG T20                      18        13731806    Salamanca/Virginia                      
16813         VANCOMICINA 500MG SOL INY               9         13731806    Salamanca/Virginia                      
94415         PRAVASTATINA 10 MG C/15                 32        13731806    Salamanca/Virginia                      
16813         VANCOMICINA 500MG SOL INY               35        13731806    Salamanca/Virginia                      
94415         PRAVASTATINA 10 MG C/15                 10        62287143    Wong/Beatriz                            
12388         PROTEINAS+CREATINA 500 GR 30T           33        62287143    Wong/Beatriz                            
72969         ISOSORBIDE 10MG T/20                    24        62287143    Wong/Beatriz                            
76247         FLUOCINOLONA CREMA 30G                  17        90367684    Sinche/Yvonne                           
72939         VITIS VINIFERA (UVA) 60C                9         77440060    Escalante/Emigdio                       
76238         BEZOCAINA 10GR GEL                      29        77440060    Escalante/Emigdio                       
33276         INDOMETACINA C30                        26        77440060    Escalante/Emigdio                       
53846         CLENBUTEROL .02MG 50T                   28        51465986    Sam/Ines                                
58252         KETOTIFENO SOL 120ML                    21        51465986    Sam/Ines                                
96031         CETIRIZINA 10 MG TABS C/10              9         51465986    Sam/Ines                                
76360         DICLOXACILINA 250 MG C20                25        31284904    Sakaguchi/Carlos                        
58252         KETOTIFENO SOL 120ML                    2         31284904    Sakaguchi/Carlos                        
76247         FLUOCINOLONA CREMA 30G                  28        71422479    Lozada/Felicita                         
30220         AMOXICILINA+BROMEXINA C12               34        71422479    Lozada/Felicita                         
91653         SAL DE UVAS PICOT                       30        71422479    Lozada/Felicita                         
34070         FEXOFENADINA C/10 180MG                 23        71422479    Lozada/Felicita                         
36822         CLARITROMICINA 125MG SUSP               22        71422479    Lozada/Felicita                         
39779         OMEPRAZOL 20 MG C/14                    32        71422479    Lozada/Felicita                         
91653         SAL DE UVAS PICOT                       5         71422479    Lozada/Felicita                         
53846         CLENBUTEROL .02MG 50T                   29        43704548    Vizcardo/Maribel                        
77358         LOPERAMIDA T/12 2MG                     17        43704548    Vizcardo/Maribel                        
53846         CLENBUTEROL .02MG 50T                   11        43704548    Vizcardo/Maribel                        
91282         LEVONORGESTREL 1.5MG /1 TAB             31        43704548    Vizcardo/Maribel                        
70116         LACTULOSA 125ML                         4         43704548    Vizcardo/Maribel                        
30220         AMOXICILINA+BROMEXINA C12               13        59596317    Justino/Virginia                        
54692         NAFAZOLINA SOL OFT 15 ml                5         59596317    Justino/Virginia                        
90300         FLUOXETINA 20 MG C/14                   8         54149342    Leyva/Diana                             
31189         CEFADROXILO 500MG C/16CAP               8         54149342    Leyva/Diana                             
57036         OXOLAMINA JBE 100ML                     27        15290194    Hernandez/Guillermo                     
72969         ISOSORBIDE 10MG T/20                    24        15290194    Hernandez/Guillermo                     
77358         LOPERAMIDA T/12 2MG                     12        15290194    Hernandez/Guillermo                     
31883         ACIDO NALIDIXICO SUSP                   28        58643376    Arroyo/Natalia                          
54692         NAFAZOLINA SOL OFT 15 ml                14        58643376    Arroyo/Natalia                          
38648         PENICILINA V POT 400000U 20T            7         58643376    Arroyo/Natalia                          
70024         METILDOPA 250 MG 30 TAB                 24        58643376    Arroyo/Natalia                          
55813         SALBUTAMOL 4MG T30                      11        58643376    Arroyo/Natalia                          
15098         LISINA CLOHRIDRATO 125MG T10            22        93282118    Zambrano/Ofelia                         
95540         NAPROXENO 500 MG C/10 TAB               15        93282118    Zambrano/Ofelia                         
16359         NAPROXENO 250 MG TAB C/30               31        93282118    Zambrano/Ofelia                         
54692         NAFAZOLINA SOL OFT 15 ml                11        51873364    Calixto/Erick                           
76596         CEFADROXILO 250MG SUSP                  16        51873364    Calixto/Erick                           
70950         LIDOCAINA 10% 115ML SPRAY               22        51873364    Calixto/Erick                           
72495         ACIDO GLUTAMICO 600 MG C/100            12        51873364    Calixto/Erick                           
70113         TETRACICLINA 250MG 10T                  12        51873364    Calixto/Erick                           
55021         AMOXICILINA 500MG/5ML SUSP              17        51873364    Calixto/Erick                           
36208         ENALAPRIL T/30 10MG                     24        53420926    Prado/Juan                              
16055         AMBROXOL C/20 TAB                       1         53420926    Prado/Juan                              
55813         SALBUTAMOL 4MG T30                      23        53420926    Prado/Juan                              
53846         CLENBUTEROL .02MG 50T                   31        37282858    Soma/Lourdes                            
13364         MULTIVITAMINAS Y MINERALES C60          16        37282858    Soma/Lourdes                            
11592         TERBINAFINA 1% CRA 20 GR                9         37282858    Soma/Lourdes                            
12388         PROTEINAS+CREATINA 500 GR 30T           29        37282858    Soma/Lourdes                            
53846         CLENBUTEROL .02MG 50T                   6         90367684    Sinche/Yvonne                           
55813         SALBUTAMOL 4MG T30                      34        90367684    Sinche/Yvonne                           
79996         LANSOPRAZOL 15 MG C/14                  14        90367684    Sinche/Yvonne                           
11592         TERBINAFINA 1% CRA 20 GR                12        90367684    Sinche/Yvonne                           
53846         CLENBUTEROL .02MG 50T                   29        90367684    Sinche/Yvonne                           
73972         VITAMINA E 400 MG C90 CAPS              27        22598563    Sueldo/Adria                            
53166         ASTEMIZOL SUSP 200MG                    9         22598563    Sueldo/Adria                            
70225         CEFTRIAXONA 1.0GR IM G I                21        65912822    Camacho/Ydali                           
36822         CLARITROMICINA 125MG SUSP               33        65912822    Camacho/Ydali                           
70225         CEFTRIAXONA 1.0GR IM G I                24        65912822    Camacho/Ydali                           
19397         ORLISTAT / 21 CAP 120 MG                20        51642949    Miranda/Alfonso                         
16359         NAPROXENO 250 MG TAB C/30               26        49357767    Solis/Rolando                           
91653         SAL DE UVAS PICOT                       35        31284904    Sakaguchi/Carlos                        
76360         DICLOXACILINA 250 MG C20                15        85395219    Fuentes/Patricia                        
16055         AMBROXOL C/20 TAB                       23        85395219    Fuentes/Patricia                        
34080         ELECTROLIT FRESA 500ML                  15        85395219    Fuentes/Patricia                        
79851         CEFOTAXIMA 1GR IM                       10        85395219    Fuentes/Patricia                        
16813         VANCOMICINA 500MG SOL INY               5         45201670    Guevara/Milena                          
70807         LINCOMICINA 600 MG INY C/3              30        45201670    Guevara/Milena                          
70225         CEFTRIAXONA 1.0GR IM G I                1         45201670    Guevara/Milena                          
55439         FUMARATO FERROSO SUSP 120ML             26        45201670    Guevara/Milena                          
16813         VANCOMICINA 500MG SOL INY               33        45201670    Guevara/Milena                          
53846         CLENBUTEROL .02MG 50T                   11        99891737    Contreras/Johana                        
70226         CALCIO+VITAMINA D SUSP                  28        99891737    Contreras/Johana                        
30430         PRUEBA DE EMBARAZO                      35        99891737    Contreras/Johana                        
52072         BROMOCRIPTINA 2.5MG C/14TAB             25        12484697    Diaz/Enrique                            
16681         SIBUTRAMINA 10 MG C15                   7         12484697    Diaz/Enrique                            
36711         TIBOLONA 2.5MG 30T                      14        12484697    Diaz/Enrique                            
92560         EXALVER FENILEFRINA PED. 30 ML          8         12484697    Diaz/Enrique                            
53084         MINOCICLINA 100MG 10T                   12        72330000    Vega/Carmela                            
77203         ONDANSETRON 8MG C10T                    7         72330000    Vega/Carmela                            
33311         ALBENDAZOL 200MG C/6 TAB                29        72330000    Vega/Carmela                            
36622         TEOFILINA 20 TAB/100 MG                 6         72330000    Vega/Carmela                            
38648         PENICILINA V POT 400000U 20T            11        72330000    Vega/Carmela                            
72969         ISOSORBIDE 10MG T/20                    33        15290194    Hernandez/Guillermo                     
17790         DICLOFENACO 100MG 20T                   18        15290194    Hernandez/Guillermo                     
18672         TINIDAZOL 500MG 8T                      11        15290194    Hernandez/Guillermo                     
17790         DICLOFENACO 100MG 20T                   8         15290194    Hernandez/Guillermo                     
39088         NORFLOXACINO T20 400MG                  14        15290194    Hernandez/Guillermo                     
58259         SULFADIAZINA DE PLATA CRA 28GR          12        15290194    Hernandez/Guillermo                     
36649         CITALOPRAM 20MG 14T                     11        34697743    Ayala/Ericka                            
72495         ACIDO GLUTAMICO 600 MG C/100            31        34697743    Ayala/Ericka                            
34027         DANAZOL 100MG 50T                       2         34697743    Ayala/Ericka                            
58252         KETOTIFENO SOL 120ML                    9         34697743    Ayala/Ericka                            
36649         CITALOPRAM 20MG 14T                     19        34697743    Ayala/Ericka                            
70303         AZITROMICINA SUSP                       10        35606314    Mercado/Elia                            
37007         DIFENHIDRAMINA 250MG JBE 120ML          22        71422479    Lozada/Felicita                         
12388         PROTEINAS+CREATINA 500 GR 30T           29        71422479    Lozada/Felicita                         
76247         FLUOCINOLONA CREMA 30G                  5         71422479    Lozada/Felicita                         
94415         PRAVASTATINA 10 MG C/15                 22        62287143    Wong/Beatriz                            
36711         TIBOLONA 2.5MG 30T                      22        54815159    Patino/Delicia                          
92517         ISOCONAZOL CR 20GR GI                   9         54815159    Patino/Delicia                          
79189         CLORFENAMINA 4MG T20                    3         54815159    Patino/Delicia                          
95540         NAPROXENO 500 MG C/10 TAB               20        54815159    Patino/Delicia                          
92628         KETOPROFENO 100MG C15                   16        20371464    Lozada/Heli                             
12388         PROTEINAS+CREATINA 500 GR 30T           18        20371464    Lozada/Heli                             
58200         FLUCONAZOL 150MG. 1C                    20        20371464    Lozada/Heli                             
70950         LIDOCAINA 10% 115ML SPRAY               22        20371464    Lozada/Heli                             
16681         SIBUTRAMINA 10 MG C15                   32        12484697    Diaz/Enrique                            
58259         SULFADIAZINA DE PLATA CRA 28GR          29        12484697    Diaz/Enrique                            
75565         MICONAZOL 20 GR CRA                     19        54815159    Patino/Delicia                          
